Max Reward,[1206.91192647, 1221.81867274, 1237.4696594700001, 1275.4819631300002, 1403.1528462499998, 1709.44803271, 2954.80743412, 3775.4579471599995, 4626.95946089, 5433.02607201, 8054.0387503599995, 8840.43257843, 17755.940909009998, 21469.76403932, 27403.528046950003, 27785.713795400003, 29643.293267880003, 31124.951089520007, 31126.590381629998, 33715.08693816, 35191.10039472, 35931.79192378, 36669.44281389, 37779.90835172, 37779.92170303, 38150.40482268]
Episode,[200, 400, 600, 800, 1000, 1200, 1400, 1800, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3800, 4000, 4200, 4800, 5000, 5800, 6800, 7000, 7200, 7800, 8000]
