Max Reward,[1653.39333055, 1804.9497804999999, 1818.63086215, 1993.2398867, 2094.82515625, 3795.6085564500004, 3913.7895193000004, 4804.49278555, 4814.9620979, 4841.175994200001, 4863.594937, 4867.9944006, 4874.5521091499995, 4882.0107090500005, 6719.945719050001, 6722.2859223000005, 10396.528085999998, 12258.865221700002, 12267.18104585, 14109.3850866, 15952.0924657, 19655.65767225, 21516.8257486, 25206.248723250003, 25207.92053805, 28899.81171905, 28905.640817199997, 32606.851214999995, 34450.1952468, 36300.91396024999, 36303.2163054, 36303.55665735, 36304.2420804, 36307.1968353, 36307.56594575, 38152.193627399996, 38152.5556765, 40000.0]
Episode,[20, 40, 60, 80, 460, 540, 1120, 2640, 2860, 4440, 4680, 6980, 7080, 7200, 7280, 7360, 7500, 7540, 7840, 7860, 7880, 7960, 8080, 8240, 8440, 8500, 8560, 8740, 8840, 9100, 9180, 9480, 9620, 10100, 10260, 10340, 10800, 11900]
