Max Reward,[1230.6981058000001, 1232.6391692, 1284.06595909, 1369.9655185400002, 1463.8080926600003, 1597.7059158499999, 2043.7133607000003, 2539.2665504199995, 2643.93847163, 2727.2396375100006, 2875.917554739999, 2888.102646469999, 3335.3025450800005, 5061.198339899999, 5063.97331024, 6569.17596551, 8093.248878869998, 9220.25744317, 9973.5866301, 14050.02791612, 14416.6073699, 16627.42303236, 17730.81633928, 20367.07728336, 22566.094206050002, 24059.322718569998, 24074.82371835, 24445.7928571, 25160.44686135, 27406.603442350002, 27412.935258289996, 29638.61715609, 32967.33077757, 34810.10278888, 35193.19291958]
Episode,[200, 1000, 1200, 1600, 1800, 2000, 2200, 2800, 3000, 3200, 3600, 3800, 4200, 5000, 5400, 6200, 6400, 7200, 7800, 8000, 8200, 8600, 9000, 9400, 9800, 10200, 10400, 10600, 11400, 11600, 12400, 12600, 13400, 16200, 16600]
