#{"t_start": 1661359045.2717197, "env_id": null}
r,l,t
1138.303036,1,11.849104
1149.090559,1,19.852789
1229.111498,1,31.966694
1143.232637,1,38.523743
1184.020751,1,53.931863
1168.726762,1,63.255592
1367.070281,1,81.047976
1207.001556,1,90.303164
1230.883135,1,99.898839
1196.506851,1,111.835895
1202.448162,1,119.568397
1281.826332,1,129.166556
1167.323628,1,144.622513
1215.643666,1,154.836259
1204.646969,1,172.491411
1162.93246,1,181.518363
1222.551474,1,196.4217
1286.888883,1,210.823851
1145.256531,1,223.741504
1212.922239,1,230.500996
1172.010967,1,245.731863
1159.060518,1,254.213595
1153.860354,1,267.101394
1489.758767,1,281.359648
1185.799713,1,290.357327
1226.791894,1,300.781229
1238.058251,1,311.392639
1153.612336,1,321.445091
1696.651457,1,340.433388
1188.465852,1,346.918531
1210.377768,1,358.277287
1189.599323,1,371.182345
1206.875939,1,381.679107
1176.892604,1,394.408813
1242.403949,1,411.609066
1169.028772,1,421.275577
1152.128761,1,434.779549
1297.22922,1,445.16118
1136.770254,1,456.264416
1171.093801,1,465.201347
1192.359724,1,478.992425
1209.673048,1,487.651559
1140.517969,1,500.393317
1242.847074,1,513.366708
1220.538062,1,528.028433
1224.01584,1,537.044895
1237.008466,1,550.885965
1182.010268,1,555.537316
1144.476795,1,567.655565
1222.486243,1,583.858435
1221.430712,1,591.088251
1241.288029,1,605.131489
1247.70811,1,618.180823
1328.000101,1,631.550243
1159.259299,1,637.580937
1180.536858,1,653.047532
1238.775816,1,665.299795
1264.89713,1,676.451513
1173.758112,1,685.549486
1228.378711,1,699.925533
1279.6352,1,710.620366
1171.28832,1,718.295885
1175.325058,1,732.1778
1177.665758,1,743.281816
1230.056385,1,762.098732
1233.728038,1,776.291947
1179.64794,1,785.252992
1262.480134,1,795.561181
1258.396917,1,810.843683
1278.812148,1,818.875163
1202.407887,1,826.627838
1239.69417,1,842.843894
1377.996462,1,855.715035
1167.591072,1,860.593304
1166.589525,1,873.110615
1220.539662,1,886.48365
1211.484557,1,896.814277
1203.415958,1,908.875633
1197.671991,1,920.663194
1165.937192,1,928.867494
1179.956572,1,942.726007
1261.398154,1,965.144744
1227.486752,1,974.120218
1216.172278,1,989.409459
1197.031487,1,1000.321461
1212.367147,1,1016.683647
1250.040831,1,1030.210396
1182.42935,1,1040.492606
1121.084969,1,1050.502295
1524.033091,1,1066.01284
1119.005351,1,1069.507567
1151.726366,1,1086.849874
1273.913677,1,1102.160121
1254.956115,1,1110.273066
1213.106726,1,1122.15601
1167.033186,1,1134.016562
1194.496665,1,1144.889782
1187.814518,1,1155.045695
1220.308472,1,1164.69173
1255.734963,1,1179.208371
1215.99913,1,1186.028135
1182.334695,1,1201.335652
1155.642895,1,1207.647556
1102.728951,1,1221.241904
1221.583157,1,1233.712611
1311.112045,1,1247.353254
1162.130818,1,1258.200105
1203.915351,1,1270.253939
1261.761355,1,1287.779749
1320.188333,1,1304.093807
1404.481305,1,1315.210488
1244.178704,1,1322.827435
1457.053883,1,1340.336527
1203.800958,1,1348.827596
1310.399796,1,1362.575642
1155.798662,1,1371.155635
1171.925641,1,1385.131901
1267.098514,1,1403.137008
1207.722624,1,1412.877081
1204.305646,1,1425.039631
1262.265914,1,1436.433096
1146.095961,1,1447.316571
1234.80343,1,1458.091677
1188.551524,1,1470.231913
1169.463781,1,1478.431533
1181.151414,1,1489.911832
1165.996287,1,1505.35259
1379.018362,1,1518.590182
1363.574787,1,1532.669288
1167.571669,1,1539.335685
1208.398165,1,1550.551584
1259.964942,1,1565.20982
1151.941537,1,1581.514881
1236.9423,1,1598.770136
1206.448543,1,1610.342202
1341.096573,1,1621.258202
1186.225792,1,1633.339527
1144.385923,1,1645.819528
1172.994207,1,1659.923576
1440.87946,1,1672.910074
1186.790992,1,1678.503622
1176.492107,1,1692.763993
1194.924432,1,1704.571564
1540.954832,1,1717.703483
1224.96773,1,1722.22802
1176.757158,1,1737.150805
1192.6521,1,1751.595438
1121.611182,1,1761.412526
1215.927005,1,1771.65807
1177.89273,1,1786.273033
1298.503877,1,1801.191858
1179.648711,1,1812.362346
1240.191979,1,1827.047867
1248.938965,1,1837.190423
1168.451909,1,1848.805205
1202.048696,1,1862.627829
1156.238319,1,1871.546375
1177.736142,1,1883.283477
1288.581967,1,1894.521291
1281.053153,1,1906.855711
1263.753204,1,1922.579818
