success,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
sim_time,"[48.249999999999396, 48.099999999999405, 48.099999999999405, 48.099999999999405, 47.94999999999941, 48.04999999999941, 48.39999999999939, 48.04999999999941, 48.099999999999405, 48.099999999999405]"
