1success,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
sim_time,"[48.249999999999396, 48.099999999999405, 48.099999999999405, 48.099999999999405, 47.99999999999941, 48.099999999999405, 48.449999999999385, 48.04999999999941, 48.099999999999405, 47.99999999999941]"
