success,"[0, 1, 2, 3, 4, 5, 5, 6, 7, 8]"
sim_time,"[64.99999999999845, 20.15000000000015, 20.200000000000152, 20.05000000000015, 20.550000000000157, 20.15000000000015, 64.99999999999845, 20.00000000000015, 20.00000000000015, 20.10000000000015]"
