Max Reward,[1199.5253364500002, 1233.29652845, 1243.2251662499998, 1245.3491863000002, 1246.4963365500003, 1257.5124638500001, 1316.5439519499998, 1341.4132666, 1350.0010096, 1355.5765155499998, 1369.1667774500002, 1431.8434456500001, 1444.66783025, 1515.24301115, 3521.6743509499997, 3881.41113845, 5513.786327100001, 6510.209293350001, 6518.7726363500005, 6601.62050135, 8433.78366385, 8437.52228135, 8485.357623549999, 12163.32752075, 12207.239389949998, 14025.453153499999, 14043.327492549997, 14074.336188699997, 15935.724577699997, 17770.8830222, 23337.0689785, 27043.217597850005, 28879.406994999998, 32594.938407799997, 32596.9566323, 32606.675434199995, 34449.88647790001, 36300.52799515, 38150.26899675, 38154.52072095, 40000.0]
Episode,[20, 40, 300, 340, 420, 500, 820, 1380, 1520, 1540, 1560, 1620, 1640, 1700, 1740, 2100, 2200, 3220, 3520, 3560, 3820, 3940, 4100, 4300, 4420, 4540, 4560, 4780, 5000, 5020, 5100, 5240, 5480, 5600, 6000, 6100, 6200, 7040, 7160, 7760, 9180]
