success,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
sim_time,"[33.95000000000021, 44.749999999999595, 33.95000000000021, 44.79999999999959, 33.95000000000021, 33.95000000000021, 44.749999999999595, 44.749999999999595, 33.95000000000021, 33.95000000000021]"
