success,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
sim_time,"[50.24999999999928, 50.09999999999929, 50.14999999999929, 50.14999999999929, 49.9999999999993, 50.049999999999294, 50.399999999999274, 50.049999999999294, 50.09999999999929, 50.09999999999929]"
