success,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
sim_time,"[24.700000000000216, 24.700000000000216, 24.750000000000217, 24.750000000000217, 24.700000000000216, 24.750000000000217, 24.750000000000217, 24.750000000000217, 24.750000000000217, 24.750000000000217]"
