success,"[1, 2, 3, 3, 3, 4, 5, 5, 6, 7]"
sim_time,"[50.24999999999928, 50.09999999999929, 50.14999999999929, 94.99999999999675, 94.99999999999675, 50.09999999999929, 50.399999999999274, 94.99999999999675, 50.09999999999929, 50.09999999999929]"
