success,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sim_time,"[94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675]"
