success,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
sim_time,"[94.99999999999675, 18.60000000000013, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675, 94.99999999999675]"
