success,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
sim_time,"[58.6999999999988, 58.6999999999988, 58.6999999999988, 58.6999999999988, 58.6999999999988, 58.6999999999988, 58.6999999999988, 58.6999999999988, 58.6999999999988, 58.6999999999988]"
