success,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
sim_time,"[30.100000000000293, 30.150000000000293, 30.200000000000294, 30.200000000000294, 30.100000000000293, 30.100000000000293, 30.200000000000294, 30.5500000000003, 30.100000000000293, 30.5500000000003]"
