time,Fz,Case,t_contact
0.0,-0.7920912068125027,3,10.580000000000203
0.002,31.698987264304115,3,10.580000000000203
0.004,0.1773499324368538,3,10.580000000000203
0.006,-17.749305937987863,3,10.580000000000203
0.008,-17.536834783928715,3,10.580000000000203
0.01,-15.659078505506676,3,10.580000000000203
0.012,-14.223565534468007,3,10.580000000000203
0.014,-15.710412033446705,3,10.580000000000203
0.016,-11.266606933429852,3,10.580000000000203
0.018000000000000002,-9.301846556860859,3,10.580000000000203
0.020000000000000004,-6.684355453467182,3,10.580000000000203
0.022000000000000006,-5.360814883082771,3,10.580000000000203
0.024000000000000007,-4.579009847080737,3,10.580000000000203
0.02600000000000001,-3.6233671104034575,3,10.580000000000203
0.02800000000000001,-3.11299794343423,3,10.580000000000203
0.030000000000000013,-2.5343942812702496,3,10.580000000000203
0.032000000000000015,-2.0658431012451026,3,10.580000000000203
0.034000000000000016,-1.7005513841535194,3,10.580000000000203
0.03600000000000002,-1.4317643989929543,3,10.580000000000203
0.03800000000000002,-1.252002847102439,3,10.580000000000203
0.04000000000000002,-1.148881263841759,3,10.580000000000203
0.04200000000000002,-1.1077096374723552,3,10.580000000000203
0.044000000000000025,-1.1122307970828325,3,10.580000000000203
0.04600000000000003,-1.1466154804666118,3,10.580000000000203
0.04800000000000003,-1.1968797175263655,3,10.580000000000203
0.05000000000000003,-1.2518685375548395,3,10.580000000000203
0.05200000000000003,-1.303648909073912,3,10.580000000000203
0.054000000000000034,-1.3360811388107323,3,10.580000000000203
0.056000000000000036,-1.3831268813702653,3,10.580000000000203
0.05800000000000004,-1.4058046398164192,3,10.580000000000203
0.06000000000000004,-1.4130534709133051,3,10.580000000000203
0.06200000000000004,-1.4277040744746223,3,10.580000000000203
0.06400000000000004,-1.4298028209362041,3,10.580000000000203
0.06600000000000004,-1.4288161568307736,3,10.580000000000203
0.06800000000000005,-1.4287549648448503,3,10.580000000000203
0.07000000000000005,-1.4298621176172734,3,10.580000000000203
0.07200000000000005,-1.4335191722954357,3,10.580000000000203
0.07400000000000005,-1.4499606083974876,3,10.580000000000203
0.07600000000000005,-1.4445269001319938,3,10.580000000000203
