#{"t_start": 1678104162.7735348, "env_id": null}
r,l,t
40000,1,2.29606
40000,1,5.17613
40000,1,7.414385
40000,1,10.50542
40000,1,14.329255
40000,1,16.460984
40000,1,18.610945
40000,1,20.750398
40000,1,24.075024
40000,1,27.280845
40000,1,30.081634
40000,1,32.880867
40000,1,36.978745
40000,1,40.022844
40000,1,43.013488
40000,1,45.187732
40000,1,48.118609
40000,1,50.590144
40000,1,53.719419
40000,1,56.934338
40000,1,59.738161
40000,1,62.621564
40000,1,64.765064
2157.183236,1,69.261746
40000,1,71.920676
40000,1,74.6383
40000,1,77.125122
40000,1,80.33308
40000,1,83.518661
40000,1,85.65406
40000,1,88.374921
40000,1,91.185224
40000,1,94.648472
40000,1,96.779204
1978.203629,1,100.932481
40000,1,103.04861
40000,1,105.728268
40000,1,108.542793
2005.563424,1,112.724321
40000,1,116.567867
40000,1,118.641735
40000,1,121.720418
40000,1,123.811113
40000,1,126.752876
40000,1,129.695028
40000,1,131.944317
40000,1,133.984746
40000,1,136.069704
40000,1,138.26284
40000,1,140.422251
40000,1,142.523884
40000,1,145.47574
40000,1,147.473919
40000,1,149.649213
40000,1,152.744414
40000,1,154.805025
40000,1,156.875917
40000,1,159.656924
40000,1,162.439481
40000,1,165.429522
40000,1,167.566192
40000,1,169.632677
40000,1,171.724916
40000,1,174.629981
40000,1,176.771017
40000,1,179.461414
40000,1,181.573944
40000,1,183.714863
40000,1,186.894378
40000,1,189.845973
40000,1,193.135575
40000,1,196.063409
40000,1,198.213126
40000,1,200.320935
2994.343329,1,206.963597
40000,1,209.778291
40000,1,212.847009
40000,1,215.726866
40000,1,218.792196
40000,1,220.892079
2102.828729,1,225.362424
1997.317446,1,229.487674
2093.009988,1,234.018033
1861.409002,1,237.974116
40000,1,241.04382
40000,1,243.197316
40000,1,246.180289
40000,1,249.455303
40000,1,251.596597
2020.518769,1,255.923268
1963.897823,1,259.955095
40000,1,263.175931
40000,1,266.284243
40000,1,269.678054
40000,1,271.903607
40000,1,274.905049
40000,1,277.658125
40000,1,279.754417
40000,1,282.490973
40000,1,285.479076
