Max Reward,[1215.1828003, 1232.9427513, 1251.3746746499999, 1255.0559583, 1269.7747279999999, 1270.0012069500003, 1271.7575396, 1289.48051295, 1307.4507926499998, 1310.8916757999998, 1390.3155339999998, 1445.8321299, 1457.41296325, 1492.13014535, 1538.8071421500003, 1588.30702275, 1596.7817941999997, 1706.8899386500002, 1746.73029025, 3546.7228124499998, 3682.436599249999, 3784.7162720499996, 4045.0752089499997, 4251.0323223, 4431.75384755, 4557.162947700001, 6363.812782300001, 6398.0013943, 8069.1265333500005, 8326.7595636, 8375.62672785, 8408.382784349998, 8454.774340450002, 8454.974099399999, 8474.763105200002, 10332.544265699999, 15890.588406450002, 17798.7827544, 19642.52058965, 25187.18481495, 30749.812319650002, 34453.70152665, 36303.2401359, 38150.8535115, 38152.07355585, 38154.3639817, 40000.0]
Episode,[20, 80, 360, 540, 680, 840, 1240, 1520, 1780, 1840, 1880, 2120, 2320, 2340, 2420, 2460, 2540, 2600, 2620, 2680, 2740, 3000, 3180, 3300, 3500, 3820, 3900, 4040, 4060, 4440, 4680, 4700, 5000, 5420, 5440, 5520, 5960, 6840, 6900, 7180, 7420, 8140, 8640, 9480, 9800, 10220, 11980]
