Max Reward,[677.4661566500002, 680.1173404200001, 694.87626118, 733.79245206, 780.39962194, 869.9756798200001, 1041.7987455, 1250.5137186700001, 1312.35646716, 1379.05876903, 3012.8623805199995, 3871.61999625, 6568.166646819999, 11567.60501072, 24628.82671495, 27320.189027959997, 28085.936459040004, 33466.58381701, 33852.06079559]
Episode,[200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 4800]
