#{"t_start": 1661877633.723011, "env_id": null}
r,l,t
1518.205022,1,9.963899
1546.836509,1,33.958151
1520.533462,1,46.639276
2890.135767,1,76.166698
1253.367955,1,85.204033
2713.85377,1,118.539179
1194.699262,1,123.541534
1865.146488,1,167.577058
1259.54121,1,180.202737
1874.715126,1,205.955317
1971.024629,1,230.40372
2511.740635,1,259.140624
1366.540324,1,273.791976
1719.764799,1,299.503947
2875.650925,1,319.518074
2774.409406,1,341.183455
2989.76589,1,365.319212
1769.170451,1,384.358674
2666.854794,1,405.031033
2507.572793,1,433.413071
1618.662577,1,450.879431
1743.928264,1,471.429348
1434.026425,1,488.729329
1785.601482,1,507.726902
1314.638315,1,525.442742
1379.934046,1,553.603018
1520.572576,1,569.497131
1159.742017,1,590.466599
2651.202147,1,629.208174
1616.882324,1,645.387531
1623.761614,1,662.440703
1990.153314,1,683.168462
1554.225463,1,697.175129
1446.692203,1,723.749802
1357.26489,1,743.680686
1722.513656,1,768.524856
1370.325059,1,778.116575
1544.770748,1,795.401783
1272.529561,1,810.712776
1266.964931,1,830.010626
1531.410615,1,858.609624
1374.693996,1,872.843958
2857.032442,1,910.562811
1416.171435,1,920.572291
1331.600766,1,939.78685
2750.086299,1,988.126656
2229.959318,1,1014.06552
1373.259695,1,1019.607108
2537.013494,1,1058.071749
1487.613789,1,1068.483278
1724.301279,1,1096.472342
1675.984694,1,1118.864954
1402.190426,1,1140.025047
2628.002727,1,1176.688863
2998.602973,1,1204.066257
2971.76215,1,1232.399067
1403.212334,1,1239.960575
3051.694243,1,1281.926811
2983.612261,1,1313.185582
1889.529251,1,1334.837124
1497.699259,1,1351.165245
1469.15105,1,1371.704151
1675.600251,1,1391.913149
2278.994453,1,1422.839678
1584.228006,1,1436.245932
1315.791503,1,1452.603812
1605.089936,1,1481.737982
1758.505477,1,1505.44134
2682.223121,1,1543.579429
2030.036547,1,1566.84233
1368.31822,1,1576.755111
2892.344586,1,1613.813753
1348.134532,1,1623.201212
1154.390944,1,1643.36511
1588.027323,1,1660.451291
2850.20974,1,1696.718214
2976.988842,1,1722.847134
2795.718452,1,1741.539613
2600.908629,1,1764.741959
1435.773048,1,1773.033369
2853.2077,1,1811.085921
1349.870834,1,1817.932683
3037.489098,1,1850.958184
1447.324874,1,1861.173717
1481.502251,1,1879.557618
2798.255746,1,1917.962604
1503.970385,1,1930.256036
1369.420347,1,1941.400615
2375.526103,1,1979.010247
1660.563262,1,1990.390696
1729.643571,1,2012.968415
1880.452631,1,2042.889372
2853.669187,1,2074.251262
1987.588972,1,2093.62063
1222.815424,1,2105.672539
2459.5552,1,2145.94107
1285.36031,1,2152.796456
2804.743435,1,2201.225421
1709.968494,1,2212.577888
2638.802105,1,2245.170161
2420.892299,1,2271.65921
1304.733266,1,2280.070802
1281.80538,1,2296.731012
2031.043739,1,2334.13351
2828.692374,1,2363.720918
1657.499135,1,2377.983867
1530.075908,1,2391.702845
2380.330249,1,2418.523044
1868.078898,1,2437.935955
1429.798546,1,2452.883027
1667.609726,1,2478.47859
1577.783739,1,2505.754769
1386.553984,1,2522.670202
1351.524167,1,2543.506398
2758.140787,1,2580.309385
1825.41117,1,2594.555382
2989.573571,1,2637.626194
1340.463432,1,2646.082848
2532.903892,1,2686.890004
1482.29743,1,2702.608456
1409.251838,1,2724.922096
1722.928637,1,2751.126533
2676.355563,1,2782.187994
1498.090894,1,2792.413529
3009.553898,1,2831.598667
1338.989776,1,2838.417016
1792.006202,1,2875.743754
1307.59543,1,2887.197634
1992.174935,1,2923.086494
1682.519862,1,2938.59185
