time,Fz,Vx,Vy,Mx,My,Case,t_contact
0.0,-0.7864247084635524,0.0,0.0,-0.00822798815543759,-0.022256037726076098,3,10.438000000000155
0.002,31.681058392654307,0.009767977624706653,-0.0025100103346537453,0.006521922765356059,0.021140529668954865,3,10.438000000000155
0.004,0.17487823459672278,0.012644638886529454,-0.003280873210708524,-0.0026475478210740665,-0.014203389728378932,3,10.438000000000155
0.006,-17.742823892951385,0.00986516693515289,-0.0026087944758142437,-0.007512890117111467,-0.033074753483417034,3,10.438000000000155
0.008,-17.53015838037114,0.004898140757380236,-0.001371295174873091,-0.008801242872911792,-0.03108958182436618,3,10.438000000000155
0.01,-15.652700254595736,0.0009859374498077007,-0.0003909391869064931,-0.006410550543267324,-0.024502394399309693,3,10.438000000000155
0.012,-14.217331466115528,-0.0017586048713983463,0.0003017001086198325,-0.004427257045506325,-0.01899860002635379,3,10.438000000000155
0.014,-15.70272393037893,-0.0036549792863915043,0.0007859037186480133,-0.0013933977880356003,-0.017086634625888674,3,10.438000000000155
0.016,-11.261027892291835,-0.005202165605346599,0.0011885322267278704,-0.0014659849650021375,-0.010811367108538585,3,10.438000000000155
0.018000000000000002,-9.297070273299441,-0.005694846857690297,0.0013256942200209022,-0.0016503416609484625,-0.006908862981376276,3,10.438000000000155
0.020000000000000004,-6.679643130286684,-0.005731745410198134,0.0013480968283464951,0.048523470308843075,-0.004738738075924511,3,10.438000000000155
0.022000000000000006,-5.4908795418369465,-0.005386446956795969,0.001282510764785743,-0.004345656613150209,-0.002322035470216922,3,10.438000000000155
0.024000000000000007,-4.539187267548939,-0.004927735750485939,0.0011762581831645013,-0.0033308097946946956,-0.001705559702711579,3,10.438000000000155
0.02600000000000001,-3.7304152354122784,-0.004385181850566864,0.0010485283819407368,-0.002520830978938484,-0.0013756212146929239,3,10.438000000000155
0.02800000000000001,-3.0499698493093574,-0.0038033153099187385,0.0009102463508853858,-0.0018972825100098325,-0.0013327456655121146,3,10.438000000000155
0.030000000000000013,-2.4854278673040677,-0.003215473547671942,0.000769613754172155,-0.0014034815944099074,-0.0014255826200184622,3,10.438000000000155
0.032000000000000015,-1.9158111322988451,-0.0026532519699477655,0.0006342423212310787,-0.016450267626879497,-0.0012375824270181022,3,10.438000000000155
0.034000000000000016,-1.603812074215732,-0.002107030701666197,0.0004971072252497121,-0.010223701663475344,-0.001701172906435789,3,10.438000000000155
0.03600000000000002,-1.4615999925392407,-0.001619611006740352,0.00038031154446198985,0.006727039257153102,-0.0025821349593111455,3,10.438000000000155
0.03800000000000002,-1.2768460500904928,-0.0012101367746294516,0.00028549948001848214,0.0053911584123655515,-0.002960112010953143,3,10.438000000000155
0.04000000000000002,-1.1697475059846036,-0.0008592584122693466,0.00020437930208793957,0.004232693889728113,-0.0033260449145692274,3,10.438000000000155
0.04200000000000002,-1.1249460144711876,-0.0005682342324830113,0.00013715104074430522,0.003225157511996778,-0.003691234715805016,3,10.438000000000155
0.044000000000000025,-1.1262420562995685,-0.00033311376498821704,8.286242791775727e-05,0.0023587722745763155,-0.004036069344958594,3,10.438000000000155
0.04600000000000003,-1.133471022336641,-0.00015030058677307234,4.0639750915132174e-05,0.005152738432482288,-0.004398917629805379,3,10.438000000000155
0.04800000000000003,-1.191218931404174,-1.1466257189588221e-05,8.793832367530768e-06,-0.002693833842998172,-0.004526587772739179,3,10.438000000000155
0.05000000000000003,-1.2678537953917035,8.660572934251396e-05,-1.4232216018045176e-05,0.0004855499763636787,-0.004846829611314333,3,10.438000000000155
0.05200000000000003,-1.3018819975323581,0.0001485292048756357,-2.8274297517367036e-05,-0.0016490013511095364,-0.004971921796319224,3,10.438000000000155
0.054000000000000034,-1.3598651516271476,0.00018821299974439582,-3.7148028155243034e-05,0.00015638778365860935,-0.005137852746875725,3,10.438000000000155
0.056000000000000036,-1.3905302650977525,0.0002073404511080961,-4.011747905237525e-05,-0.00013669863534072733,-0.005207749215226045,3,10.438000000000155
0.05800000000000004,-1.4114094133539488,0.0002175214864142255,-4.05203585271925e-05,-0.0003368398411596615,-0.005264952873891952,3,10.438000000000155
0.06000000000000004,-1.4165033227760577,0.00022234092728179626,-3.921430385485351e-05,-0.0009433952117863536,-0.0052879893931956365,3,10.438000000000155
0.06200000000000004,-1.4305395853541494,0.00022237307034514856,-3.6514428736225405e-05,-0.0006190015661933468,-0.0053297851882014875,3,10.438000000000155
0.06400000000000004,-1.4316295227739209,0.0002180408219732774,-3.242435167042863e-05,-0.0007181764995278351,-0.0053464618656364786,3,10.438000000000155
0.06600000000000004,-1.4298165643738443,0.00021176847729804523,-2.7595037142944806e-05,-0.00020396575882441863,-0.005368522969532608,3,10.438000000000155
0.06800000000000005,-1.4309279644867408,0.0002036403013156099,-2.170548388038307e-05,-0.002089301707557658,-0.005341279846752924,3,10.438000000000155
0.07000000000000005,-1.4282224709556057,0.0001947522933659666,-1.626660346109658e-05,-0.0005632136308591133,-0.00538007444647182,3,10.438000000000155
0.07200000000000005,-1.431535337391009,0.00018563502353446232,-9.82798682242775e-06,-0.0004774598154713498,-0.005393926435043551,3,10.438000000000155
0.07400000000000005,-1.4380688236274077,0.00017505474116652597,-2.739113735724441e-06,-0.0004219655861599314,-0.005410540694246404,3,10.438000000000155
0.07600000000000005,-1.4475679977723575,0.00016279159226127612,5.048749755487703e-06,-0.0004005921758352545,-0.005427843037901117,3,10.438000000000155
0.07800000000000006,-1.4594420876831091,0.00014873286010176954,1.355842811051054e-05,-0.0004113381754698582,-0.005444967844378422,3,10.438000000000155
0.08000000000000006,-1.4729178202175113,0.00013289798243935406,2.278158315550347e-05,-0.0004480681413529618,-0.005461105711888738,3,10.438000000000155
0.08200000000000006,-1.4871675056968068,0.00011544138042167818,3.270537961269968e-05,-0.0005026095625447741,-0.005475585963410359,3,10.438000000000155
0.08400000000000006,-1.5014162554869865,9.665271696471777e-05,4.342259168752052e-05,-0.0005670570405035528,-0.005487825501099942,3,10.438000000000155
0.08600000000000006,-1.5150196677420842,7.685094710291827e-05,5.4825951275834246e-05,-0.0006318160821312381,-0.005497927328176112,3,10.438000000000155
0.08800000000000006,-1.5486206918885597,5.638778765195548e-05,6.681043651494624e-05,-0.004586562714687587,-0.005444935442079581,3,10.438000000000155
0.09000000000000007,-1.5735721407018848,3.2150368372298006e-05,7.770708699588544e-05,0.0006391826600893986,-0.005570435199030222,3,10.438000000000155
0.09200000000000007,-1.5692803174019923,5.232324300070732e-06,9.363333343278658e-05,0.00045120540265016634,-0.0055549318430887515,3,10.438000000000155
0.09400000000000007,-1.5655998503937394,-1.774274285152555e-05,0.00010863886047802793,0.00023307792955478733,-0.005535266894056258,3,10.438000000000155
0.09600000000000007,-1.5628185117153512,-3.7729996355331916e-05,0.0001229676795900748,-1.7903529516900864e-07,-0.005521363085140511,3,10.438000000000155
0.09800000000000007,-1.5612497226983242,-5.556354113844812e-05,0.00013685009459186217,-0.00022757298616051487,-0.005512816033171885,3,10.438000000000155
0.10000000000000007,-1.5610522322957674,-7.195698332956549e-05,0.00015050048818344107,-0.0004317748874184803,-0.005509128003021061,3,10.438000000000155
0.10200000000000008,-1.5622319434639433,-8.75007457589297e-05,0.00016411217561601178,-0.0006006854694962563,-0.005509683011869495,3,10.438000000000155
0.10400000000000008,-1.564664096767488,-0.00010266128590195532,0.00017785188084583586,-0.0007279358414916796,-0.005513766426350933,3,10.438000000000155
0.10600000000000008,-1.5681282412528859,-0.00011778505475784307,0.0001918555538694,-0.0008125331332147802,-0.005520611006482934,3,10.438000000000155
0.10800000000000008,-1.57234858059637,-0.00013310811604381087,0.0002062264697739533,-0.0008579075641186213,-0.005529453477474355,3,10.438000000000155
0.11000000000000008,-1.577033275136963,-0.00014877089589854638,0.00022103588822889518,-0.0008706243492338074,-0.005539588964296849,3,10.438000000000155
0.11200000000000009,-1.6451849401400624,-0.00016483658876938597,0.0002363260458808455,-0.004001470476573915,-0.005543714992526373,3,10.438000000000155
0.11400000000000009,-1.6836522464484782,-0.00015368959853318326,0.0002727739125131688,-0.008120751940251476,-0.005503076391730312,3,10.438000000000155
0.11600000000000009,-1.671333349594872,-0.00019260192542377917,0.00028412555341082626,-0.0018677319790472958,-0.005659004046622454,3,10.438000000000155
0.11800000000000009,-1.6893103520658788,-0.00018639217628939328,0.0002742032183612852,0.0017290688072722773,-0.005722591217981248,3,10.438000000000155
0.12000000000000009,-1.6795823718198037,-0.00022650822926553323,0.0002997362477722002,-0.0038411957661453936,-0.00564313047303533,3,10.438000000000155
0.1220000000000001,-1.677130235906849,-0.00025833075513039677,0.00031898789456968066,0.001071862424251556,-0.005714586150005864,3,10.438000000000155
0.1240000000000001,-1.6061368656536033,-0.0002885095528836076,0.0003421133645249346,0.000585029796614352,-0.005627562363326626,3,10.438000000000155
0.12600000000000008,-1.602130183449322,-0.00030295559292084994,0.00036089513042839635,0.0002446321401572676,-0.005605151522074082,3,10.438000000000155
0.12800000000000009,-1.624398519311761,-0.0003170826022463956,0.0003794810251868059,0.004389977815331591,-0.005718794809392191,3,10.438000000000155
0.1300000000000001,-1.5965590448731715,-0.00033611657626159743,0.0004039945254329812,-0.0017565262103026468,-0.00558269616194318,3,10.438000000000155
0.1320000000000001,-1.6450807029539587,-0.00034937146525274753,0.00042054052644640536,-0.0016772320149453066,-0.005633399620001757,3,10.438000000000155
0.1340000000000001,-1.6331078900014477,-0.0003724561007084501,0.00044028787812182876,-0.001506682009976715,-0.005640703944478357,3,10.438000000000155
0.1360000000000001,-1.6232201435160043,-0.0003925189902776063,0.0004599908448809107,-0.0012825086837143927,-0.005637413249727663,3,10.438000000000155
0.1380000000000001,-1.6150237631753024,-0.00041063976341704586,0.0004799133962997974,-0.0010484417268172687,-0.005640547350446836,3,10.438000000000155
0.1400000000000001,-1.608479162009793,-0.000427650981085271,0.0005002278204074528,-0.0008348587300705276,-0.0056481490884769964,3,10.438000000000155
0.1420000000000001,-1.6035554270316927,-0.0004442015940950324,0.0005210405677605807,-0.0006626734360419397,-0.005658749533006936,3,10.438000000000155
0.1440000000000001,-1.6001860769183003,-0.0004607958465227646,0.0005424123441283554,-0.0005429366916237574,-0.00567125756506215,3,10.438000000000155
0.1460000000000001,-1.5982492653794378,-0.00047781735423216444,0.0005643734813701017,-0.00047776261715327603,-0.005684877195535565,3,10.438000000000155
0.1480000000000001,-1.5975672838536543,-0.0004955454082099407,0.0005869354037501022,-0.00046215104957038024,-0.0056990440962601,3,10.438000000000155
0.1500000000000001,-1.5979194312686398,-0.0005141681900179869,0.0006100988795835351,-0.00048626888611151754,-0.005713375391539491,3,10.438000000000155
0.1520000000000001,-1.5990622757782016,-0.0005337956060433036,0.0006338596665761623,-0.0005377986469155447,-0.005727628715329614,3,10.438000000000155
0.1540000000000001,-1.6281621636610393,-0.0005544728955871329,0.0006582120984510408,-0.0006271598263332922,-0.00576622039722219,3,10.438000000000155
0.1560000000000001,-1.6197396447321897,-0.0005814101988071786,0.0006844738231707279,-0.000688301219260281,-0.005770611096632909,3,10.438000000000155
