-2.451158142089843750e+01,-4.263611602783203125e+01,-4.025193405151367188e+01,2.659643363952636719e+01,2.369382476806640625e+01,-1.066889190673828125e+01,-3.273962736129760742e+00,-1.922241401672363281e+01,-4.674688339233398438e+01,-2.480905723571777344e+01,-6.641168975830078125e+01,-2.620734786987304688e+01,-9.806533050537109375e+01,2.614341735839843750e+01,-1.036662063598632812e+02,2.157993698120117188e+01,-5.537984466552734375e+01,-2.912265658378601074e-01,1.415840834379196167e-01,-2.371601343154907227e+00,1.122922363281250000e+02,-7.280897521972656250e+01,1.694589843750000000e+02,-3.795058059692382812e+01,-4.875721931457519531e+00,1.463672161102294922e+01
-2.467588806152343750e+01,-4.292150878906250000e+01,-4.052064514160156250e+01,2.677419853210449219e+01,2.385260963439941406e+01,-1.074029254913330078e+01,-3.295060157775878906e+00,-1.935134506225585938e+01,-4.706000137329101562e+01,-2.497490119934082031e+01,-6.685489654541015625e+01,-2.638271141052246094e+01,-9.872107696533203125e+01,2.631844711303710938e+01,-1.043598632812500000e+02,2.172441482543945312e+01,-5.575059509277343750e+01,-2.928740382194519043e-01,1.416751593351364136e-01,-2.386608123779296875e+00,1.130426559448242188e+02,-7.329512786865234375e+01,1.705915832519531250e+02,-3.820356369018554688e+01,-4.908718585968017578e+00,1.473456096649169922e+01
-2.444480895996093750e+01,-4.252024841308593750e+01,-4.014273834228515625e+01,2.652456855773925781e+01,2.362906455993652344e+01,-1.064025497436523438e+01,-3.264706850051879883e+00,-1.917066574096679688e+01,-4.661980056762695312e+01,-2.474162292480468750e+01,-6.623193359375000000e+01,-2.613596153259277344e+01,-9.779944610595703125e+01,2.607279968261718750e+01,-1.033861999511718750e+02,2.152148056030273438e+01,-5.522964096069335938e+01,-2.903935313224792480e-01,1.412023752927780151e-01,-2.365242719650268555e+00,1.119879150390625000e+02,-7.261171722412109375e+01,1.690004272460937500e+02,-3.784830474853515625e+01,-4.862755775451660156e+00,1.459737300872802734e+01
-2.456069564819335938e+01,-4.272142410278320312e+01,-4.033225631713867188e+01,2.664957427978515625e+01,2.374128341674804688e+01,-1.069023990631103516e+01,-3.280261754989624023e+00,-1.926095962524414062e+01,-4.684048461914062500e+01,-2.485862922668457031e+01,-6.654417419433593750e+01,-2.625976562500000000e+01,-9.826134490966796875e+01,2.619574356079101562e+01,-1.038735656738281250e+02,2.162312698364257812e+01,-5.549066925048828125e+01,-2.917167544364929199e-01,1.416081637144088745e-01,-2.376084089279174805e+00,1.125165481567382812e+02,-7.295429992675781250e+01,1.697975463867187500e+02,-3.802620697021484375e+01,-4.885590076446533203e+00,1.466597175598144531e+01
-2.456520080566406250e+01,-4.272922134399414062e+01,-4.033961486816406250e+01,2.665436935424804688e+01,2.374568367004394531e+01,-1.069211769104003906e+01,-3.280978918075561523e+00,-1.926436233520507812e+01,-4.684902954101562500e+01,-2.486318206787109375e+01,-6.655624389648437500e+01,-2.626459503173828125e+01,-9.827919769287109375e+01,2.620043563842773438e+01,-1.038921890258789062e+02,2.162703514099121094e+01,-5.550074005126953125e+01,-2.917949557304382324e-01,1.416811197996139526e-01,-2.376549005508422852e+00,1.125369873046875000e+02,-7.296755981445312500e+01,1.698282318115234375e+02,-3.803303146362304688e+01,-4.886404037475585938e+00,1.466856861114501953e+01
-2.463550949096679688e+01,-4.285130691528320312e+01,-4.045460128784179688e+01,2.673030090332031250e+01,2.381371307373046875e+01,-1.072253322601318359e+01,-3.290253639221191406e+00,-1.931929779052734375e+01,-4.698295974731445312e+01,-2.493416404724121094e+01,-6.674577331542968750e+01,-2.633967971801757812e+01,-9.855957794189453125e+01,2.627514648437500000e+01,-1.041883316040039062e+02,2.168876457214355469e+01,-5.565921783447265625e+01,-2.925583720207214355e-01,1.418446749448776245e-01,-2.383064031600952148e+00,1.128578720092773438e+02,-7.317547607421875000e+01,1.703122558593750000e+02,-3.814109039306640625e+01,-4.900363922119140625e+00,1.471028614044189453e+01
-2.468392181396484375e+01,-4.293535995483398438e+01,-4.053377532958984375e+01,2.678257942199707031e+01,2.386055946350097656e+01,-1.074346923828125000e+01,-3.296655893325805664e+00,-1.935711097717285156e+01,-4.707517623901367188e+01,-2.498303794860839844e+01,-6.687625885009765625e+01,-2.639138221740722656e+01,-9.875263214111328125e+01,2.632658004760742188e+01,-1.043922042846679688e+02,2.173126220703125000e+01,-5.576832962036132812e+01,-2.930895686149597168e-01,1.419650763273239136e-01,-2.387556791305541992e+00,1.130788040161132812e+02,-7.331863403320312500e+01,1.706455078125000000e+02,-3.821548461914062500e+01,-4.909965038299560547e+00,1.473900127410888672e+01
-2.448832893371582031e+01,-4.259583282470703125e+01,-4.021391296386718750e+01,2.657161903381347656e+01,2.367114448547363281e+01,-1.065913105010986328e+01,-3.270356416702270508e+00,-1.920475769042968750e+01,-4.670271682739257812e+01,-2.478555107116699219e+01,-6.634928894042968750e+01,-2.618242073059082031e+01,-9.797307586669921875e+01,2.611911201477050781e+01,-1.035697555541992188e+02,2.155972671508789062e+01,-5.532780075073242188e+01,-2.908450961112976074e-01,1.412567347288131714e-01,-2.369240522384643555e+00,1.121866302490234375e+02,-7.274045562744140625e+01,1.693002624511718750e+02,-3.791526412963867188e+01,-4.871455192565917969e+00,1.462325096130371094e+01
-2.459693145751953125e+01,-4.278441238403320312e+01,-4.039151382446289062e+01,2.668895530700683594e+01,2.377619171142578125e+01,-1.070616626739501953e+01,-3.284586191177368164e+00,-1.928970527648925781e+01,-4.690960311889648438e+01,-2.489518547058105469e+01,-6.664208221435546875e+01,-2.629837989807128906e+01,-9.840624237060546875e+01,2.623458480834960938e+01,-1.040274429321289062e+02,2.165510940551757812e+01,-5.557265472412109375e+01,-2.920023798942565918e-01,1.414612978696823120e-01,-2.379268407821655273e+00,1.126823425292968750e+02,-7.306164550781250000e+01,1.700481567382812500e+02,-3.808225250244140625e+01,-4.893079757690429688e+00,1.468774509429931641e+01
-2.448558807373046875e+01,-4.259109878540039062e+01,-4.020942687988281250e+01,2.656873703002929688e+01,2.366843986511230469e+01,-1.065802860260009766e+01,-3.269846439361572266e+00,-1.920275688171386719e+01,-4.669753265380859375e+01,-2.478277587890625000e+01,-6.634197998046875000e+01,-2.617946815490722656e+01,-9.796228027343750000e+01,2.611631202697753906e+01,-1.035586242675781250e+02,2.155737495422363281e+01,-5.532172012329101562e+01,-2.907802462577819824e-01,1.411751955747604370e-01,-2.368929624557495117e+00,1.121742553710937500e+02,-7.273242187500000000e+01,1.692817840576171875e+02,-3.791116714477539062e+01,-4.871007919311523438e+00,1.462171363830566406e+01
