Max Reward,[1297.3037315999998, 1338.2235755000002, 1342.3179178, 1388.1273323499997, 1392.0743825499999, 1474.25399945, 1500.3329241000004, 1584.9599278, 1704.3444138999998, 1758.3380758500002, 1836.6381158499996, 1973.1146322, 2072.17060115, 2245.0872474000003, 2317.52925455, 2335.0775532000002, 2459.8080156000005, 2502.9830684499993, 2556.9752476000003, 2613.51406715, 2738.7734244000003, 2745.3117622500004, 2790.7234811499998, 2806.4491119499994, 2818.2592389, 2841.4282093, 2841.7177738, 4660.95488165, 6534.4099442, 8437.294501749999, 10341.2024792, 12196.430246299999, 14070.0311387, 15884.441783899998, 17764.11678785, 21450.5271264, 23306.849217000003, 28850.95759965, 28885.257030949993, 34447.436862200004, 40000.0]
Episode,[20, 100, 760, 1180, 1340, 1360, 1600, 1660, 1820, 1840, 1880, 2000, 2060, 2200, 2260, 2280, 2340, 2520, 2540, 2660, 2720, 2800, 3100, 3120, 3260, 3400, 3440, 3460, 3500, 3740, 4000, 4300, 4480, 4580, 4640, 4740, 4900, 4920, 5120, 5820, 6400]
