Max Reward,[1300.98087985, 1340.80636285, 1354.92734155, 1359.24733275, 1366.1236008, 1367.5677863, 1378.61150545, 1391.8537349, 1420.50224265, 1443.246463, 1475.2841890500001, 1507.7336887000001, 1542.0765450499998, 1549.5038412, 1557.8369476, 1595.2568563999998, 1705.7354487, 1742.2777428999998, 1758.54026375, 1833.6520100000002, 1904.2466049500003, 2038.5782016, 2113.7403893, 2188.7472310999997, 2209.7712664999995, 2268.7639429, 2320.1032133, 2523.1779336500003, 2655.4078278499996, 2664.9793492, 4537.3196962, 4624.7059767, 6528.03437335, 6560.05390585, 10341.54191105, 15796.8067568, 15830.6659006, 17688.0977689, 19536.3824461, 19538.3818826, 25142.28944315, 27012.208313349995, 30742.692535599996, 30745.328235899993, 32589.739527300007, 32593.072379750003, 34442.1039076, 36299.6184779, 40000.0]
Episode,[20, 80, 940, 1260, 1380, 1520, 1580, 1680, 1740, 1760, 1820, 1980, 2000, 2020, 2080, 2140, 2200, 2220, 2280, 2340, 2360, 2420, 2480, 2540, 2580, 2620, 2680, 2700, 2960, 3020, 3040, 3060, 3300, 3760, 3840, 4000, 4320, 4440, 4560, 4620, 4680, 4920, 5200, 5420, 5440, 5500, 5820, 5920, 6280]
